timestamp,phase,component,pid,microwatts,watts
2026-06-29T00:15:19,idle,cu_cp1,1982195,624386.2247344137,0.624386
2026-06-29T00:15:19,idle,cu_up1,1982223,614630.1873220026,0.614630
2026-06-29T00:15:19,idle,cu_cp2,1982251,609752.126200825,0.609752
2026-06-29T00:15:19,idle,cu_up2,1982259,609752.126200825,0.609752
2026-06-29T00:15:19,idle,du1,1982440,4648750.512149692,4.648751
2026-06-29T00:15:19,idle,du2,1983205,4721920.411008025,4.721920
2026-06-29T00:15:19,idle,du3,1983968,4638994.389907336,4.638994
2026-06-29T00:15:19,idle,du4,1984733,4658506.29507227,4.658506
2026-06-29T00:15:19,idle,ue1,1982484,1317064.711355704,1.317065
2026-06-29T00:15:19,idle,ue2,1982496,1356088.861005348,1.356089
2026-06-29T00:15:19,idle,ue3,1982508,1375600.7661702812,1.375601
2026-06-29T00:15:19,idle,ue4,1982520,1307308.5891133486,1.307309
2026-06-29T00:15:19,idle,ue5,1983250,1326820.6639381708,1.326821
2026-06-29T00:15:19,idle,ue6,1983262,1282918.5379972935,1.282919
2026-06-29T00:15:19,idle,ue7,1983274,1365844.8135878146,1.365845
2026-06-29T00:15:19,idle,ue8,1983286,1336576.786180526,1.336577
2026-06-29T00:15:19,idle,ue9,1984032,1370722.7898790478,1.370723
2026-06-29T00:15:19,idle,ue10,1984044,1336576.786180526,1.336577
2026-06-29T00:15:19,idle,ue11,1984056,1351210.7150542259,1.351211
2026-06-29T00:15:19,idle,ue12,1984068,1317064.711355704,1.317065
2026-06-29T00:15:19,idle,ue13,1984800,1360966.8372965814,1.360967
2026-06-29T00:15:19,idle,ue14,1984812,1351210.7150542259,1.351211
2026-06-29T00:15:19,idle,ue15,1984824,1326820.6639381708,1.326821
2026-06-29T00:15:19,idle,ue16,1984836,1326820.6639381708,1.326821
2026-06-29T00:15:25,idle,cu_cp1,1982195,614160.4900587845,0.614160
2026-06-29T00:15:25,idle,cu_up1,1982223,623987.0619956589,0.623987
2026-06-29T00:15:25,idle,cu_cp2,1982251,609247.2040903473,0.609247
2026-06-29T00:15:25,idle,cu_up2,1982259,614160.4900587845,0.614160
