timestamp,phase,component,pid,microwatts,watts
2026-06-28T23:37:34,idle,cu_cp1,1930760,617257.4412333664,0.617257
2026-06-28T23:37:34,idle,cu_up1,1930788,622156.3195758131,0.622156
2026-06-28T23:37:34,idle,cu_cp2,1930796,612358.5204800606,0.612359
2026-06-28T23:37:34,idle,cu_up2,1930824,617257.4412333664,0.617257
2026-06-28T23:37:34,idle,du1,1930986,4707812.671880529,4.707813
2026-06-28T23:37:34,idle,du2,1931748,4747003.359333229,4.747003
2026-06-28T23:37:34,idle,du3,1932532,4683318.195346577,4.683318
2026-06-28T23:37:34,idle,du4,1933301,4707812.671880529,4.707813
2026-06-28T23:37:34,idle,ue1,1931050,1327593.316508065,1.327593
2026-06-28T23:37:34,idle,ue2,1931062,1317795.6446448897,1.317796
2026-06-28T23:37:34,idle,ue3,1931074,1307997.8031382782,1.307998
2026-06-28T23:37:34,idle,ue4,1931086,1332492.1948505116,1.332492
2026-06-28T23:37:34,idle,ue5,1931814,1337391.0731929583,1.337391
2026-06-28T23:37:34,idle,ue6,1931826,1337391.0731929583,1.337391
2026-06-28T23:37:34,idle,ue7,1931838,1327593.316508065,1.327593
2026-06-28T23:37:34,idle,ue8,1931850,1312896.766302443,1.312897
2026-06-28T23:37:34,idle,ue9,1932577,1337391.0731929583,1.337391
2026-06-28T23:37:34,idle,ue10,1932589,1317795.6446448897,1.317796
2026-06-28T23:37:34,idle,ue11,1932601,1312896.766302443,1.312897
2026-06-28T23:37:34,idle,ue12,1932613,1307997.8031382782,1.307998
2026-06-28T23:37:34,idle,ue13,1933348,1361885.4649051917,1.361885
2026-06-28T23:37:34,idle,ue14,1933360,1327593.316508065,1.327593
2026-06-28T23:37:34,idle,ue15,1933372,1298200.1312751032,1.298200
2026-06-28T23:37:34,idle,ue16,1933384,1342289.951535405,1.342290
2026-06-28T23:37:40,idle,cu_cp1,1930760,622513.2126737571,0.622513
2026-06-28T23:37:40,idle,cu_up1,1930788,622513.2126737571,0.622513
2026-06-28T23:37:40,idle,cu_cp2,1930796,612709.8086958724,0.612710
2026-06-28T23:37:40,idle,cu_up2,1930824,627414.8720551353,0.627415
2026-06-28T23:37:40,idle,du1,1930986,4681102.860038548,4.681103
2026-06-28T23:37:40,idle,du2,1931748,4715414.901783836,4.715415
2026-06-28T23:37:40,idle,du3,1932532,4730119.624282586,4.730120
2026-06-28T23:37:40,idle,du4,1933301,4720316.816810599,4.720317
2026-06-28T23:37:40,idle,ue1,1931050,1328354.8904763293,1.328355
2026-06-28T23:37:40,idle,ue2,1931062,1387174.973483125,1.387175
2026-06-28T23:37:40,idle,ue3,1931074,1313649.9123321944,1.313650
2026-06-28T23:37:40,idle,ue4,1931086,1284239.7856136686,1.284240
2026-06-28T23:37:40,idle,ue5,1931814,1367568.335957612,1.367568
2026-06-28T23:37:40,idle,ue6,1931826,1372470.0805541181,1.372470
2026-06-28T23:37:40,idle,ue7,1931838,1367568.335957612,1.367568
2026-06-28T23:37:40,idle,ue8,1931850,1298944.8489729315,1.298945
2026-06-28T23:37:40,idle,ue9,1932577,1347961.6984320986,1.347962
2026-06-28T23:37:40,idle,ue10,1932589,1333256.5498577077,1.333257
2026-06-28T23:37:40,idle,ue11,1932601,1303846.593569438,1.303847
2026-06-28T23:37:40,idle,ue12,1932613,1279338.2114474184,1.279338
2026-06-28T23:37:40,idle,ue13,1933348,1308748.1677356882,1.308748
2026-06-28T23:37:40,idle,ue14,1933360,1347961.6984320986,1.347962
2026-06-28T23:37:40,idle,ue15,1933372,1357765.0171948553,1.357765
2026-06-28T23:37:40,idle,ue16,1933384,1352863.2725983488,1.352863
2026-06-28T23:37:46,idle,cu_cp1,1930760,633539.9954992787,0.633540
2026-06-28T23:37:46,idle,cu_up1,1930788,623483.8301869438,0.623484
2026-06-28T23:37:46,idle,cu_cp2,1930796,623483.8301869438,0.623484
2026-06-28T23:37:46,idle,cu_up2,1930824,623483.8301869438,0.623484
2026-06-28T23:37:46,idle,du1,1930986,4837027.392761898,4.837027
2026-06-28T23:37:46,idle,du2,1931748,4726409.488876367,4.726409
2026-06-28T23:37:46,idle,du3,1932532,4736465.910538244,4.736466
2026-06-28T23:37:46,idle,du4,1933301,4736465.910538244,4.736466
2026-06-28T23:37:46,idle,ue1,1931050,1327417.1537722617,1.327417
2026-06-28T23:37:46,idle,ue2,1931062,1367641.900471449,1.367642
2026-06-28T23:37:46,idle,ue3,1931074,1257023.8256862224,1.257024
2026-06-28T23:37:46,idle,ue4,1931086,1347529.569846779,1.347530
2026-06-28T23:37:46,idle,ue5,1931814,1337473.4045344442,1.337473
