timestamp,phase,component,pid,microwatts,watts
2026-06-28T05:29:46,idle,cu_cp,801643,461708.5736099282,0.461709
2026-06-28T05:29:46,idle,cu_up,801670,446318.3152775472,0.446318
2026-06-28T05:29:46,idle,du1,801832,3862961.6812082026,3.862962
2026-06-28T05:29:46,idle,du2,802596,3755229.7654504273,3.755230
2026-06-28T05:29:46,idle,du3,803363,3839876.598097773,3.839877
2026-06-28T05:29:46,idle,ue1,801897,1077320.0170266223,1.077320
2026-06-28T05:29:46,idle,ue2,801909,1000368.6179336089,1.000369
2026-06-28T05:29:46,idle,ue3,801921,1069624.869955247,1.069625
2026-06-28T05:29:46,idle,ue4,801933,1054234.5758124965,1.054235
2026-06-28T05:29:46,idle,ue5,802659,1061929.7945046108,1.061930
2026-06-28T05:29:46,idle,ue6,802671,1077320.0170266223,1.077320
2026-06-28T05:29:46,idle,ue7,802683,1077320.0170266223,1.077320
2026-06-28T05:29:46,idle,ue8,802695,1092710.3111693729,1.092710
2026-06-28T05:29:46,idle,ue9,803426,1015758.9120763594,1.015759
2026-06-28T05:29:46,idle,ue10,803438,1092710.3111693729,1.092710
2026-06-28T05:29:46,idle,ue11,803450,1077320.0170266223,1.077320
2026-06-28T05:29:46,idle,ue12,803462,1015758.9120763594,1.015759
2026-06-28T05:29:51,idle,cu_cp,801643,474858.0752024156,0.474858
2026-06-28T05:29:51,idle,cu_up,801670,455863.73645539733,0.455864
2026-06-28T05:29:51,idle,du1,801832,3817859.1907582786,3.817859
2026-06-28T05:29:51,idle,du2,802596,3843184.8326731967,3.843185
2026-06-28T05:29:51,idle,du3,803363,3767207.6207662295,3.767208
2026-06-28T05:29:51,idle,ue1,801897,1095339.3068211419,1.095339
2026-06-28T05:29:51,idle,ue2,801909,1101670.7172998714,1.101671
2026-06-28T05:29:51,idle,ue3,801921,1076345.075384953,1.076345
2026-06-28T05:29:51,idle,ue4,801933,1051019.2903889287,1.051019
2026-06-28T05:29:51,idle,ue5,802659,1089007.8248018592,1.089008
2026-06-28T05:29:51,idle,ue6,802671,1063682.182886941,1.063682
2026-06-28T05:29:51,idle,ue7,802683,1076345.075384953,1.076345
2026-06-28T05:29:51,idle,ue8,802695,1089007.8248018592,1.089008
2026-06-28T05:29:51,idle,ue9,803426,1038356.3263503634,1.038356
2026-06-28T05:29:51,idle,ue10,803438,1095339.3068211419,1.095339
2026-06-28T05:29:51,idle,ue11,803450,1082676.4143231297,1.082676
2026-06-28T05:29:51,idle,ue12,803462,1063682.182886941,1.063682
2026-06-28T05:29:57,idle,cu_cp,801643,471040.15882380365,0.471040
2026-06-28T05:29:57,idle,cu_up,801670,467360.1564550102,0.467360
2026-06-28T05:29:57,idle,du1,801832,3819841.0149900126,3.819841
2026-06-28T05:29:57,idle,du2,802596,3772001.272959223,3.772001
2026-06-28T05:29:57,idle,du3,803363,3860321.3298102664,3.860321
2026-06-28T05:29:57,idle,ue1,801897,1115040.35679002,1.115040
2026-06-28T05:29:57,idle,ue2,801909,1074560.4029241728,1.074560
2026-06-28T05:29:57,idle,ue3,801921,1067200.3981865859,1.067200
2026-06-28T05:29:57,idle,ue4,801933,1092960.342577259,1.092960
2026-06-28T05:29:57,idle,ue5,802659,1129760.3662651938,1.129760
2026-06-28T05:29:57,idle,ue6,802671,1081920.3354708785,1.081920
2026-06-28T05:29:57,idle,ue7,802683,1107680.4242433142,1.107680
2026-06-28T05:29:57,idle,ue8,802695,1085600.4100305534,1.085600
2026-06-28T05:29:57,idle,ue9,803426,1070880.328364498,1.070880
2026-06-28T05:29:57,idle,ue10,803438,1104000.3496836394,1.104000
2026-06-28T05:29:57,idle,ue11,803450,1104000.3496836394,1.104000
2026-06-28T05:29:57,idle,ue12,803462,1063520.323626911,1.063520
2026-06-28T05:30:03,idle,cu_cp,801643,454526.912199018,0.454527
2026-06-28T05:30:03,idle,cu_up,801670,465435.5512085581,0.465436
2026-06-28T05:30:03,idle,du1,801832,3741665.3312836075,3.741665
2026-06-28T05:30:03,idle,du2,802596,3756210.1832963275,3.756210
