timestamp,phase,component,pid,microwatts,watts
2026-06-28T06:48:02,idle,cu_cp,901204,319247.38919420185,0.319247
2026-06-28T06:48:02,idle,cu_up,901232,319247.38919420185,0.319247
2026-06-28T06:48:02,idle,du1,901369,2804200.134218397,2.804200
2026-06-28T06:48:02,idle,du2,901990,2709288.5936482525,2.709289
2026-06-28T06:48:02,idle,du3,902626,2761058.6502945707,2.761059
2026-06-28T06:48:02,idle,du4,903246,2756744.363933325,2.756744
2026-06-28T06:48:02,idle,ue1,901436,664379.7492245365,0.664380
2026-06-28T06:48:02,idle,ue5,902056,625552.3217138505,0.625552
2026-06-28T06:48:02,idle,ue9,902670,664379.7492245365,0.664380
2026-06-28T06:48:02,idle,ue13,903310,724777.861210109,0.724778
2026-06-28T06:48:07,idle,cu_cp,901204,311165.840934602,0.311166
2026-06-28T06:48:07,idle,cu_up,901232,305294.763618536,0.305295
2026-06-28T06:48:07,idle,du1,901369,2709491.112806568,2.709491
2026-06-28T06:48:07,idle,du2,901990,2727104.3733187867,2.727104
2026-06-28T06:48:07,idle,du3,902626,2700684.482550459,2.700684
2026-06-28T06:48:07,idle,du4,903246,2756459.5028229333,2.756460
2026-06-28T06:48:07,idle,ue1,901436,642880.3525013637,0.642880
2026-06-28T06:48:07,idle,ue5,902056,639944.828125341,0.639945
2026-06-28T06:48:07,idle,ue9,902670,651686.9256294322,0.651687
2026-06-28T06:48:07,idle,ue13,903310,681042.2265177012,0.681042
2026-06-28T06:48:13,idle,cu_cp,901204,308044.32001220586,0.308044
2026-06-28T06:48:13,idle,cu_up,901232,302176.78878925083,0.302177
2026-06-28T06:48:13,idle,du1,901369,2772398.908621664,2.772399
2026-06-28T06:48:13,idle,du2,901990,2754796.1723937416,2.754796
2026-06-28T06:48:13,idle,du3,902626,2681452.388504448,2.681452
2026-06-28T06:48:13,idle,du4,903246,2745994.9183270265,2.745995
2026-06-28T06:48:13,idle,ue1,901436,633691.2051814651,0.633691
2026-06-28T06:48:13,idle,ue5,902056,621956.1427355552,0.621956
2026-06-28T06:48:13,idle,ue9,902670,642492.4022245574,0.642492
2026-06-28T06:48:13,idle,ue13,903310,677697.5325386643,0.677698
2026-06-28T06:48:18,idle,cu_cp,901204,312486.7302417302,0.312487
2026-06-28T06:48:18,idle,cu_up,901232,303642.75427957776,0.303643
2026-06-28T06:48:18,idle,du1,901369,2806484.6264208937,2.806485
2026-06-28T06:48:18,idle,du2,901990,2782900.843402181,2.782901
2026-06-28T06:48:18,idle,du3,902626,2726888.842761521,2.726889
2026-06-28T06:48:18,idle,du4,903246,2774056.6381194876,2.774057
2026-06-28T06:48:18,idle,ue1,901436,636765.409322952,0.636765
2026-06-28T06:48:18,idle,ue5,902056,636765.409322952,0.636765
2026-06-28T06:48:18,idle,ue9,902670,663297.2798792743,0.663297
2026-06-28T06:48:18,idle,ue13,903310,692777.180643071,0.692777
2026-06-28T06:48:23,idle,cu_cp,901204,311782.73326364456,0.311783
2026-06-28T06:48:23,idle,cu_up,901232,311782.73326364456,0.311783
2026-06-28T06:48:23,idle,du1,901369,2812098.5068988847,2.812099
2026-06-28T06:48:23,idle,du2,901990,2766693.3706099107,2.766693
2026-06-28T06:48:23,idle,du3,902626,2724315.045007539,2.724315
2026-06-28T06:48:23,idle,du4,903246,2718261.1947120307,2.718261
2026-06-28T06:48:23,idle,ue1,901436,638700.5501106643,0.638701
2026-06-28T06:48:23,idle,ue5,902056,641727.5897195697,0.641728
2026-06-28T06:48:23,idle,ue9,902670,659889.6556812745,0.659890
2026-06-28T06:48:23,idle,ue13,903310,684105.8008607901,0.684106
2026-06-28T06:48:29,idle,cu_cp,901204,310874.62746676325,0.310875
2026-06-28T06:48:29,idle,cu_up,901232,307702.45822934626,0.307702
2026-06-28T06:48:29,idle,du1,901369,2810560.410440674,2.810560
2026-06-28T06:48:29,idle,du2,901990,2791527.337489414,2.791527
2026-06-28T06:48:29,idle,du3,902626,2731255.8631080817,2.731256
2026-06-28T06:48:29,idle,du4,903246,2772494.2645381545,2.772494
2026-06-28T06:48:29,idle,ue1,901436,650298.9794139314,0.650299
2026-06-28T06:48:29,idle,ue5,902056,647126.7814131356,0.647127
