timestamp,phase,component,pid,microwatts,watts
2026-06-23T02:48:27,idle,cu_cp,3353276,452610.4117683646,0.452610
2026-06-23T02:48:27,idle,cu_up,3353303,452610.4117683646,0.452610
2026-06-23T02:48:27,idle,du1,3353464,3778312.7682275083,3.778313
2026-06-23T02:48:27,idle,du2,3354212,3758634.2258172585,3.758634
2026-06-23T02:48:27,idle,du3,3354969,3729116.1285022353,3.729116
2026-06-23T02:48:27,idle,ue1,3353524,1057730.8038645822,1.057731
2026-06-23T02:48:27,idle,ue2,3353533,1067570.216919531,1.067570
2026-06-23T02:48:27,idle,ue3,3353542,1067570.216919531,1.067570
2026-06-23T02:48:27,idle,ue4,3353551,1023293.1418719089,1.023293
2026-06-23T02:48:27,idle,ue5,3354274,1082329.1946521306,1.082329
2026-06-23T02:48:27,idle,ue6,3354283,1023293.1418719089,1.023293
2026-06-23T02:48:27,idle,ue7,3354292,1047891.3908096332,1.047891
2026-06-23T02:48:27,idle,ue8,3354300,1082329.1946521306,1.082329
2026-06-23T02:48:27,idle,ue9,3355028,1067570.216919531,1.067570
2026-06-23T02:48:27,idle,ue10,3355037,1057730.8038645822,1.057731
2026-06-23T02:48:27,idle,ue11,3355046,1018373.3644195222,1.018373
2026-06-23T02:48:27,idle,ue12,3355055,1042971.7552070707,1.042972
2026-06-23T02:48:33,idle,cu_cp,3353276,450505.1391939366,0.450505
2026-06-23T02:48:33,idle,cu_up,3353303,454138.2387757027,0.454138
2026-06-23T02:48:33,idle,du1,3353464,3789329.192221565,3.789329
2026-06-23T02:48:33,idle,du2,3354212,3767530.882387309,3.767531
2026-06-23T02:48:33,idle,du3,3354969,3843825.685948057,3.843826
2026-06-23T02:48:33,idle,ue1,3353524,1079032.445550754,1.079032
2026-06-23T02:48:33,idle,ue2,3353533,1049967.5769825398,1.049968
2026-06-23T02:48:33,idle,ue3,3353542,1064500.0472236895,1.064500
2026-06-23T02:48:33,idle,ue4,3353551,1006370.3100872613,1.006370
2026-06-23T02:48:33,idle,ue5,3354274,1086298.6447142863,1.086299
2026-06-23T02:48:33,idle,ue6,3354283,1075399.2740549028,1.075399
2026-06-23T02:48:33,idle,ue7,3354292,1031802.0790737092,1.031802
2026-06-23T02:48:33,idle,ue8,3354300,1071766.318301307,1.071766
2026-06-23T02:48:33,idle,ue9,3355028,1111730.4137007343,1.111730
2026-06-23T02:48:33,idle,ue10,3355037,1075399.2740549028,1.075399
2026-06-23T02:48:33,idle,ue11,3355046,1035435.1786554754,1.035435
2026-06-23T02:48:33,idle,ue12,3355055,1093564.9157919036,1.093565
2026-06-23T02:48:38,idle,cu_cp,3353276,460652.83366057277,0.460653
2026-06-23T02:48:38,idle,cu_up,3353303,456907.6953841746,0.456908
2026-06-23T02:48:38,idle,du1,3353464,3793831.751096964,3.793832
2026-06-23T02:48:38,idle,du2,3354212,3763870.6448857784,3.763871
2026-06-23T02:48:38,idle,du3,3354969,3771361.0650322437,3.771361
2026-06-23T02:48:38,idle,ue1,3353524,1063621.2090116143,1.063621
2026-06-23T02:48:38,idle,ue2,3353533,1059876.0707352161,1.059876
2026-06-23T02:48:38,idle,ue3,3353542,1003698.8529955745,1.003699
2026-06-23T02:48:38,idle,ue4,3353551,1011189.2013452053,1.011189
2026-06-23T02:48:38,idle,ue5,3354274,1093582.3152227998,1.093582
2026-06-23T02:48:38,idle,ue6,3354283,1074856.6238408089,1.074857
2026-06-23T02:48:38,idle,ue7,3354292,1052385.7941824198,1.052386
2026-06-23T02:48:38,idle,ue8,3354300,1086092.0386700034,1.086092
2026-06-23T02:48:38,idle,ue9,3355028,1033660.0310035944,1.033660
2026-06-23T02:48:38,idle,ue10,3355037,1052385.7941824198,1.052386
2026-06-23T02:48:38,idle,ue11,3355046,1056130.8606619835,1.056131
2026-06-23T02:48:38,idle,ue12,3355055,1067366.275491178,1.067366
2026-06-23T02:48:44,idle,cu_cp,3353276,444914.6038048941,0.444915
2026-06-23T02:48:44,idle,cu_up,3353303,452931.09729045926,0.452931
2026-06-23T02:48:44,idle,du1,3353464,3715638.1680825925,3.715638
2026-06-23T02:48:44,idle,du2,3354212,3735679.4017965053,3.735679
2026-06-23T02:48:44,idle,du3,3354969,3815844.051327076,3.815844
2026-06-23T02:48:44,idle,ue1,3353524,1082224.7659382713,1.082225
