timestamp,component,pid,microwatts,watts
2026-08-03T18:37:42,cu_cp,128882,112277.67154204712,0.112278
2026-08-03T18:37:42,cu_up,129160,108119.24459931598,0.108119
2026-08-03T18:37:42,du,1233344,1253767.375446018,1.253767
2026-08-03T18:37:42,du2,1246051,1230895.9888374484,1.230896
2026-08-03T18:37:52,cu_cp,128882,105780.61771568254,0.105781
2026-08-03T18:37:52,cu_up,129160,112003.00642838761,0.112003
2026-08-03T18:37:52,du,1233344,1242403.747365861,1.242404
2026-08-03T18:37:52,du2,1246051,1232033.08031196,1.232033
2026-08-03T18:38:02,cu_cp,128882,112326.83650253892,0.112327
2026-08-03T18:38:02,cu_up,129160,108166.58970609009,0.108167
2026-08-03T18:38:02,du,1233344,1248075.9611393213,1.248076
2026-08-03T18:38:02,du2,1246051,1235595.2399720217,1.235595
2026-08-03T18:38:12,cu_cp,128882,109923.61780572236,0.109924
2026-08-03T18:38:12,cu_up,129160,109923.61780572236,0.109924
2026-08-03T18:38:12,du,1233344,1249131.9671917772,1.249132
2026-08-03T18:38:12,du2,1246051,1234142.4017414046,1.234142
2026-08-03T18:38:22,cu_cp,128882,110827.43336542547,0.110827
2026-08-03T18:38:22,cu_up,129160,106209.62763403505,0.106210
2026-08-03T18:38:22,du,1233344,1251426.3975582076,1.251426
2026-08-03T18:38:22,du2,1246051,1242190.8819074822,1.242191
2026-08-03T18:38:32,cu_cp,128882,113250.36839584082,0.113250
2026-08-03T18:38:32,cu_up,129160,108894.58908209771,0.108895
2026-08-03T18:38:32,du,1233344,1258821.4579018091,1.258821
2026-08-03T18:38:32,du2,1246051,1237042.5613330936,1.237043
2026-08-03T18:38:42,cu_cp,128882,102134.58534607888,0.102135
2026-08-03T18:38:42,cu_up,129160,114390.72634677887,0.114391
2026-08-03T18:38:42,du,1233344,1254212.657610321,1.254213
2026-08-03T18:38:42,du2,1246051,1229700.4333641052,1.229700
2026-08-03T18:38:53,cu_cp,128882,107715.28050104633,0.107715
2026-08-03T18:38:53,cu_up,129160,107715.28050104633,0.107715
2026-08-03T18:38:53,du,1233344,1242572.7313107275,1.242573
2026-08-03T18:38:53,du2,1246051,1231031.7771548152,1.231032
2026-08-03T18:39:03,cu_cp,128882,109219.35702869296,0.109219
2026-08-03T18:39:03,cu_up,129160,112860.00226298273,0.112860
2026-08-03T18:39:03,du,1233344,1248741.3730593515,1.248741
2026-08-03T18:39:03,du2,1246051,1234178.7921221924,1.234179
2026-08-03T18:39:13,cu_cp,128882,113502.89621120453,0.113503
2026-08-03T18:39:13,cu_up,129160,103184.45023222924,0.103184
2026-08-03T18:39:13,du,1233344,1241652.9261956788,1.241653
2026-08-03T18:39:13,du2,1246051,1234774.0322982026,1.234774
2026-08-03T18:39:23,cu_cp,128882,108050.18663743972,0.108050
2026-08-03T18:39:23,cu_up,129160,111324.4393527174,0.111324
2026-08-03T18:39:23,du,1233344,1240940.019972918,1.240940
2026-08-03T18:39:23,du2,1246051,1234391.5910257243,1.234392
2026-08-03T18:39:33,cu_cp,128882,115917.92907498748,0.115918
2026-08-03T18:39:33,cu_up,129160,109652.09273679211,0.109652
2026-08-03T18:39:33,du,1233344,1243768.1053053045,1.243768
2026-08-03T18:39:33,du2,1246051,1228103.4232986046,1.228103
2026-08-03T18:39:43,cu_cp,128882,110689.50495358676,0.110690
2026-08-03T18:39:43,cu_up,129160,101714.67167025938,0.101715
2026-08-03T18:39:43,du,1233344,1238525.784177468,1.238526
2026-08-03T18:39:43,du2,1246051,1226559.378178165,1.226559
2026-08-03T18:39:53,cu_cp,128882,108595.94476946995,0.108596
2026-08-03T18:39:53,cu_up,129160,105738.1580114548,0.105738
2026-08-03T18:39:53,du,1233344,1245995.563701421,1.245996
2026-08-03T18:39:53,du2,1246051,1231706.5531675147,1.231707
2026-08-03T18:40:04,cu_cp,128882,107489.35693993211,0.107489
2026-08-03T18:40:04,cu_up,129160,104733.21562886,0.104733
2026-08-03T18:40:04,du,1233344,1248530.2021610737,1.248530
2026-08-03T18:40:04,du2,1246051,1240261.8167758274,1.240262
2026-08-03T18:40:14,cu_cp,128882,115602.68750342875,0.115603
2026-08-03T18:40:14,cu_up,129160,118230.02000154734,0.118230
2026-08-03T18:40:14,du,1233344,1253238.1198784637,1.253238
2026-08-03T18:40:14,du2,1246051,1232219.53667513,1.232220
2026-08-03T18:40:24,cu_cp,128882,106357.398439731,0.106357
2026-08-03T18:40:24,cu_up,129160,111422.03097342848,0.111422
2026-08-03T18:40:24,du,1233344,1248433.3071427727,1.248433
2026-08-03T18:40:24,du2,1246051,1228174.661775899,1.228175
2026-08-03T18:40:34,cu_cp,128882,105183.74658347189,0.105184
2026-08-03T18:40:34,cu_up,129160,105183.74658347189,0.105184
2026-08-03T18:40:34,du,1233344,1247528.2125659084,1.247528
2026-08-03T18:40:34,du2,1246051,1245082.0369177258,1.245082
2026-08-03T18:40:44,cu_cp,128882,112376.60426084518,0.112377
2026-08-03T18:40:44,cu_up,129160,105353.06649454236,0.105353
2026-08-03T18:40:44,du,1233344,1252530.9016573369,1.252531
2026-08-03T18:40:44,du2,1246051,1224436.826794946,1.224437
2026-08-03T18:40:54,cu_cp,128882,108440.50717580393,0.108441
2026-08-03T18:40:54,cu_up,129160,108440.50717580393,0.108441
2026-08-03T18:40:54,du,1233344,1233510.746416558,1.233511
2026-08-03T18:40:54,du2,1246051,1228992.3572909974,1.228992
2026-08-03T18:41:05,cu_cp,128882,109908.48275730372,0.109908
2026-08-03T18:41:05,cu_up,129160,107710.31348594472,0.107710
2026-08-03T18:41:05,du,1233344,1239767.660940013,1.239768
2026-08-03T18:41:05,du2,1246051,1244164.0954295003,1.244164
2026-08-03T18:41:15,cu_cp,128882,107974.42308058635,0.107974
2026-08-03T18:41:15,cu_up,129160,110091.56619103446,0.110092
2026-08-03T18:41:15,du,1233344,1242764.3843310035,1.242764
2026-08-03T18:41:15,du2,1246051,1236412.954999659,1.236413
2026-08-03T18:41:25,cu_cp,128882,110135.31278123394,0.110135
2026-08-03T18:41:25,cu_up,129160,108057.2892794247,0.108057
2026-08-03T18:41:25,du,1233344,1242658.8986976815,1.242659
2026-08-03T18:41:25,du2,1246051,1238502.7749108123,1.238503
2026-08-03T18:41:35,cu_cp,128882,105830.18262179062,0.105830
2026-08-03T18:41:35,cu_up,129160,105830.18262179062,0.105830
2026-08-03T18:41:35,du,1233344,1238835.6507773353,1.238836
2026-08-03T18:41:35,du2,1246051,1226385.0037702525,1.226385
2026-08-03T18:41:45,cu_cp,128882,110140.55070607961,0.110141
2026-08-03T18:41:45,cu_up,129160,105984.30060901344,0.105984
2026-08-03T18:41:45,du,1233344,1238561.7218308926,1.238562
2026-08-03T18:41:45,du2,1246051,1236483.5679575442,1.236484
2026-08-03T18:41:55,cu_cp,128882,112125.54154094696,0.112126
2026-08-03T18:41:55,cu_up,129160,112125.54154094696,0.112126
2026-08-03T18:41:55,du,1233344,1243762.8662098192,1.243763
2026-08-03T18:41:55,du2,1246051,1241686.4843579389,1.241686
2026-08-03T18:42:05,cu_cp,128882,109767.57477016628,0.109768
2026-08-03T18:42:05,cu_up,129160,109767.57477016628,0.109768
2026-08-03T18:42:05,du,1233344,1242651.753740549,1.242652
2026-08-03T18:42:05,du2,1246051,1236438.5523873663,1.236439
2026-08-03T18:42:15,cu_cp,128882,108569.95377698154,0.108570
2026-08-03T18:42:15,cu_up,129160,106482.07209072322,0.106482
2026-08-03T18:42:15,du,1233344,1248554.405744827,1.248554
2026-08-03T18:42:15,du2,1246051,1236027.1927847671,1.236027
2026-08-03T18:42:25,cu_cp,128882,107627.29001190662,0.107627
2026-08-03T18:42:25,cu_up,129160,111766.80632105544,0.111767
2026-08-03T18:42:25,du,1233344,1243923.0665208758,1.243923
2026-08-03T18:42:25,du2,1246051,1229434.859958327,1.229435
2026-08-03T18:42:36,cu_cp,128882,108129.27706648142,0.108129
2026-08-03T18:42:36,cu_up,129160,108129.27706648142,0.108129
2026-08-03T18:42:36,du,1233344,1247645.6260409998,1.247646
2026-08-03T18:42:36,du2,1246051,1228930.9023788727,1.228931
