timestamp,component,pid,microwatts,watts
2026-08-03T18:44:37,cu_cp,128882,122853.83912047445,0.122854
2026-08-03T18:44:37,cu_up,129160,125128.90288947463,0.125129
2026-08-03T18:44:37,du,1233344,1380968.0593222212,1.380968
2026-08-03T18:44:37,du2,1246051,1365042.6754015042,1.365043
2026-08-03T18:44:37,du3,1253447,1324091.402634933,1.324091
2026-08-03T18:44:47,cu_cp,128882,118933.86925789862,0.118934
2026-08-03T18:44:47,cu_up,129160,124597.3858436811,0.124597
2026-08-03T18:44:47,du,1233344,1370571.2861934258,1.370571
2026-08-03T18:44:47,du2,1246051,1364907.7591294097,1.364908
2026-08-03T18:44:47,du3,1253447,1319599.62644315,1.319600
2026-08-03T18:44:57,cu_cp,128882,130716.59076301336,0.130717
2026-08-03T18:44:57,cu_up,129160,125487.9258806777,0.125488
2026-08-03T18:44:57,du,1233344,1380367.1951192475,1.380367
2026-08-03T18:44:57,du2,1246051,1364681.1170178985,1.364681
2026-08-03T18:44:57,du3,1253447,1333309.2111782264,1.333309
2026-08-03T18:45:07,cu_cp,128882,126132.23680625185,0.126132
2026-08-03T18:45:07,cu_up,129160,121281.00054468363,0.121281
2026-08-03T18:45:07,du,1233344,1377752.142790687,1.377752
2026-08-03T18:45:07,du2,1246051,1353495.9719278992,1.353496
2026-08-03T18:45:07,du3,1253447,1334090.9851014137,1.334091
2026-08-03T18:45:17,cu_cp,128882,118141.75293477267,0.118142
2026-08-03T18:45:17,cu_up,129160,122685.66004531756,0.122686
2026-08-03T18:45:17,du,1233344,1381349.6102723074,1.381350
2026-08-03T18:45:17,du2,1246051,1385893.5488942158,1.385894
2026-08-03T18:45:17,du3,1253447,1326822.6829306174,1.326823
2026-08-03T18:45:28,cu_cp,128882,123347.6396159935,0.123348
2026-08-03T18:45:28,cu_up,129160,123347.6396159935,0.123348
2026-08-03T18:45:28,du,1233344,1378090.7952035903,1.378091
2026-08-03T18:45:28,du2,1246051,1386597.5491595268,1.386598
2026-08-03T18:45:28,du3,1253447,1339810.4442226028,1.339810
2026-08-03T18:45:38,cu_cp,128882,115994.53405356064,0.115995
2026-08-03T18:45:38,cu_up,129160,115994.53405356064,0.115995
2026-08-03T18:45:38,du,1233344,1375935.1308126545,1.375935
2026-08-03T18:45:38,du2,1246051,1367935.5546833826,1.367936
2026-08-03T18:45:38,du3,1253447,1319937.7630503392,1.319938
2026-08-03T18:45:48,cu_cp,128882,120679.88561092078,0.120680
2026-08-03T18:45:48,cu_up,129160,116908.64997915387,0.116909
2026-08-03T18:45:48,du,1233344,1380276.239428296,1.380276
2026-08-03T18:45:48,du2,1246051,1361419.9670709944,1.361420
2026-08-03T18:45:48,du3,1253447,1316165.097623806,1.316165
2026-08-03T18:45:58,cu_cp,128882,121243.76295585469,0.121244
