timestamp,component,pid,microwatts,watts
2026-08-03T19:10:19,cu_cp,128882,156473.5900756477,0.156474
2026-08-03T19:10:19,cu_up,129160,153213.7223461391,0.153214
2026-08-03T19:10:19,du,1233344,1861383.6691313123,1.861384
2026-08-03T19:10:19,du2,1246051,1753808.1071864462,1.753808
2026-08-03T19:10:19,du3,1253447,1698390.4289137172,1.698390
2026-08-03T19:10:19,du4,1260366,1845084.5011179089,1.845085
2026-08-03T19:10:19,du5,1267510,1744028.528374226,1.744029
2026-08-03T19:10:29,cu_cp,128882,143371.43922234446,0.143371
2026-08-03T19:10:29,cu_up,129160,146488.1950524205,0.146488
2026-08-03T19:10:29,du,1233344,1860711.954060402,1.860712
2026-08-03T19:10:29,du2,1246051,1736041.0376178073,1.736041
2026-08-03T19:10:29,du3,1253447,1689289.4927546596,1.689289
2026-08-03T19:10:29,du4,1260366,1842011.2970728828,1.842011
2026-08-03T19:10:29,du5,1267510,1739157.7812471772,1.739158
2026-08-03T19:10:40,cu_cp,128882,157078.32444550097,0.157078
2026-08-03T19:10:40,cu_up,129160,151150.83431714773,0.151151
2026-08-03T19:10:40,du,1233344,1849374.8797066212,1.849375
2026-08-03T19:10:40,du2,1246051,1739716.5370123386,1.739717
2026-08-03T19:10:40,du3,1253447,1689332.7798347473,1.689333
2026-08-03T19:10:40,du4,1260366,1834556.1847479343,1.834556
2026-08-03T19:10:40,du5,1267510,1718970.364070177,1.718970
2026-08-03T19:10:50,cu_cp,128882,147521.59572727382,0.147522
2026-08-03T19:10:50,cu_up,129160,150358.5508925423,0.150359
2026-08-03T19:10:50,du,1233344,1844019.9587353705,1.844020
2026-08-03T19:10:50,du2,1246051,1727704.9062593938,1.727705
2026-08-03T19:10:50,du3,1253447,1676639.7375734567,1.676640
2026-08-03T19:10:50,du4,1260366,1835509.1296729087,1.835509
2026-08-03T19:10:50,du5,1267510,1727704.9062593938,1.727705
2026-08-03T19:11:00,cu_cp,128882,144382.8145589143,0.144383
2026-08-03T19:11:00,cu_up,129160,149936.00347221643,0.149936
2026-08-03T19:11:00,du,1233344,1849210.717589581,1.849211
2026-08-03T19:11:00,du2,1246051,1727040.7072773457,1.727041
2026-08-03T19:11:00,du3,1253447,1677061.934167421,1.677062
2026-08-03T19:11:00,du4,1260366,1840881.0192582011,1.840881
2026-08-03T19:11:00,du5,1267510,1738147.0365104794,1.738147
2026-08-03T19:11:10,cu_cp,128882,152385.77056931972,0.152386
2026-08-03T19:11:10,cu_up,129160,149615.11423746048,0.149615
2026-08-03T19:11:10,du,1233344,1845253.2090958024,1.845253
2026-08-03T19:11:10,du2,1246051,1717803.0906487084,1.717803
2026-08-03T19:11:10,du3,1253447,1692867.3414352417,1.692867
2026-08-03T19:11:10,du4,1260366,1836941.0337813378,1.836941
2026-08-03T19:11:10,du5,1267510,1734427.2470951558,1.734427
2026-08-03T19:11:20,cu_cp,128882,146785.96793471844,0.146786
2026-08-03T19:11:20,cu_up,129160,146785.96793471844,0.146786
2026-08-03T19:11:20,du,1233344,1844517.9778810644,1.844518
2026-08-03T19:11:20,du2,1246051,1728197.1185995387,1.728197
2026-08-03T19:11:20,du3,1253447,1686653.7192481898,1.686654
2026-08-03T19:11:20,du4,1260366,1836209.4142876626,1.836209
2026-08-03T19:11:20,du5,1267510,1722658.0762039376,1.722658
2026-08-03T19:11:30,cu_cp,128882,152209.07222551524,0.152209
2026-08-03T19:11:30,cu_up,129160,141139.32416172803,0.141139
