timestamp,component,pid,microwatts,watts
2026-08-03T19:32:41,cu_cp,128882,184529.90565503656,0.184530
2026-08-03T19:32:41,cu_up,129160,178166.81572345077,0.178167
2026-08-03T19:32:41,du,1233344,2112549.537187448,2.112550
2026-08-03T19:32:41,du2,1246051,2058463.002188015,2.058463
2026-08-03T19:32:41,du3,1253447,1969379.743145814,1.969380
2026-08-03T19:32:41,du4,1260366,2128457.3161326027,2.128457
2026-08-03T19:32:41,du5,1267510,2036192.2415436553,2.036192
2026-08-03T19:32:41,du6,1288697,1969379.743145814,1.969380
2026-08-03T19:32:41,du7,1307970,1103997.8889644265,1.103998
2026-08-03T19:32:51,cu_cp,128882,181525.03172340692,0.181525
2026-08-03T19:32:51,cu_up,129160,184709.68045293272,0.184710
2026-08-03T19:32:51,du,1233344,2101868.8111722637,2.101869
2026-08-03T19:32:51,du2,1246051,2063653.026417954,2.063653
2026-08-03T19:32:51,du3,1253447,1990406.2139197325,1.990406
2026-08-03T19:32:51,du4,1260366,2133715.2984675216,2.133715
2026-08-03T19:32:51,du5,1267510,2041360.3770304013,2.041360
2026-08-03T19:32:51,du6,1288697,1974482.6454294873,1.974483
2026-08-03T19:32:51,du7,1307970,1105073.4339880706,1.105073
2026-08-03T19:33:01,cu_cp,128882,178562.8502424076,0.178563
2026-08-03T19:33:01,cu_up,129160,175374.23613512664,0.175374
2026-08-03T19:33:01,du,1233344,2110867.9535455704,2.110868
2026-08-03T19:33:01,du2,1246051,2066227.3560436368,2.066227
2026-08-03T19:33:01,du3,1253447,1992889.123285663,1.992889
2026-08-03T19:33:01,du4,1260366,2129999.638189256,2.130000
2026-08-03T19:33:01,du5,1267510,2043906.9490021586,2.043907
2026-08-03T19:33:01,du6,1288697,1961002.7656318308,1.961003
2026-08-03T19:33:01,du7,1307970,1103263.4049630226,1.103263
2026-08-03T19:33:12,cu_cp,128882,187870.46242715954,0.187870
2026-08-03T19:33:12,cu_up,129160,175133.47709770306,0.175133
2026-08-03T19:33:12,du,1233344,2098417.583918741,2.098418
2026-08-03T19:33:12,du2,1246051,2072943.586142752,2.072944
2026-08-03T19:33:12,du3,1253447,1974232.00746325,1.974232
2026-08-03T19:33:12,du4,1260366,2130259.972670424,2.130260
2026-08-03T19:33:12,du5,1267510,2041101.197391069,2.041101
2026-08-03T19:33:12,du6,1288697,1971047.8119754028,1.971048
2026-08-03T19:33:12,du7,1307970,1108117.3846992683,1.108117
2026-08-03T19:33:22,cu_cp,128882,178459.2658229369,0.178459
2026-08-03T19:33:22,cu_up,129160,188019.56382326246,0.188020
2026-08-03T19:33:22,du,1233344,2109643.5479140044,2.109644
2026-08-03T19:33:22,du2,1246051,2061841.9226135253,2.061842
2026-08-03T19:33:22,du3,1253447,1982172.547112727,1.982173
2026-08-03T19:33:22,du4,1260366,2128763.981556034,2.128764
2026-08-03T19:33:22,du5,1267510,2039534.4974733018,2.039534
2026-08-03T19:33:22,du6,1288697,1972612.0055744695,1.972612
2026-08-03T19:33:22,du7,1307970,1105810.066038432,1.105810
2026-08-03T19:33:32,cu_cp,128882,185845.66531312943,0.185846
2026-08-03T19:33:32,cu_up,129160,178411.85551460742,0.178412
2026-08-03T19:33:32,du,1233344,2111206.8100263216,2.111207
2026-08-03T19:33:32,du2,1246051,2074037.6661159515,2.074038
2026-08-03T19:33:32,du3,1253447,1977397.9353399659,1.977398
2026-08-03T19:33:32,du4,1260366,2140942.2119365693,2.140942
2026-08-03T19:33:32,du5,1267510,2051736.2231607055,2.051736
2026-08-03T19:33:32,du6,1288697,1962530.234384842,1.962530
2026-08-03T19:33:32,du7,1307970,1107640.1414012145,1.107640
2026-08-03T19:33:42,cu_cp,128882,187164.25303730817,0.187164
2026-08-03T19:33:42,cu_up,129160,180479.79942117244,0.180480
2026-08-03T19:33:42,du,1233344,2112282.018454013,2.112282
2026-08-03T19:33:42,du2,1246051,2092228.956415267,2.092229
2026-08-03T19:33:42,du3,1253447,1991962.3423248339,1.991962
2026-08-03T19:33:42,du4,1260366,2152388.7944798563,2.152389
2026-08-03T19:33:42,du5,1267510,2052122.1803894234,2.052122
2026-08-03T19:33:42,du6,1288697,1978593.4894215919,1.978593
2026-08-03T19:33:42,du7,1307970,1116301.0646077131,1.116301
2026-08-03T19:33:52,cu_cp,128882,185627.29594812347,0.185627
2026-08-03T19:33:52,cu_up,129160,173651.34880741686,0.173651
2026-08-03T19:33:52,du,1233344,2125731.8854143047,2.125732
2026-08-03T19:33:52,du2,1246051,2071840.224987452,2.071840
2026-08-03T19:33:52,du3,1253447,1970044.5047809004,1.970045
2026-08-03T19:33:52,du4,1260366,2131720.136981952,2.131720
2026-08-03T19:33:52,du5,1267510,2041900.2689902019,2.041900
2026-08-03T19:33:52,du6,1288697,1964056.6871602489,1.964057
2026-08-03T19:33:52,du7,1307970,1107775.7682162786,1.107776
2026-08-03T19:34:03,cu_cp,128882,189265.31850402,0.189265
2026-08-03T19:34:03,cu_up,129160,178450.1547372514,0.178450
